VOLCANX020,NUMBER,NAME,LOCATION,STATUS,ELEV,TYPE,SbUnitID,TIMEFRAME,LAT,LON
9,,GOWEN,W,83709,5997,5997 W GOWEN,,Boise,43.55842846,-116.2558962
4,,GOWEN,W,83709,5847,5847 W GOWEN,,Boise,43.55554003,-116.2561607
9,,GOWEN,W,83709,5998,5998 W GOWEN,,Boise,43.55884803,-116.2558505
5,,CHEYENNE,S,83709,5358,5358 S CHEYENNE,,Boise,43.55404029,-116.2679455
6,,CHEYENNE,S,83709,5360,5360 S CHEYENNE,,Boise,43.55388335,-116.2679244
6,,MOJAVE,W,83709,7163,7163 W MOJAVE,,Boise,43.55838647,-116.2712507
0,,MODOC,W,83709,7200,7200 W MODOC,,Boise,43.55819845,-116.2714333
8,,MOJAVE,W,83709,7286,7286 W MOJAVE,,Boise,43.5600858,-116.2719589
5,,GOWEN,W,83709,6153,6153 W GOWEN,,Boise,43.55984304,-116.2586387
4,,GOWEN,W,83709,6145,6145 W GOWEN,,Boise,43.55962287,-116.2583766
2,,GOWEN,W,83709,6125,6125 W GOWEN,,Boise,43.55908396,-116.2578219
2,,PERCH,W,83709,7325,7325 W RING PERCH,,Boise,43.5470592,-116.2733554
2,,SUNFISH,S,83709,6028,6028 S SUNFISH,,Boise,43.54819799,-116.2716913
3,,COHO,W,83709,7336,7336 W COHO,,Boise,43.54803591,-116.27332
4,,COHO,W,83709,7344,7344 W COHO,,Boise,43.54791893,-116.2734821
5,,COHO,W,83709,7358,7358 W COHO,,Boise,43.54776001,-116.2735462
8,,COHO,W,83709,7380,7380 W COHO,,Boise,43.54756312,-116.2735539
8,,STIRRUP,W,83709,7380,7380 W STIRRUP,,Boise,43.54849426,-116.2737897
2,,COHO,W,83709,7328,7328 W COHO,,Boise,43.54806407,-116.2729356
1,,COHO,W,83709,7310,7310 W COHO,,Boise,43.54798659,-116.2726313
3,,COHO,W,83709,7232,7232 W COHO,,Boise,43.54780952,-116.2717077
1,,COHO,W,83709,7216,7216 W COHO,,Boise,43.54780813,-116.2714117
2,,COHO,W,83709,7327,7327 W COHO,,Boise,43.5477712,-116.273098
0,,COHO,W,83709,7309,7309 W COHO,,Boise,43.54774384,-116.2727828
8,,COHO,W,83709,7281,7281 W COHO,,Boise,43.54764537,-116.2724642
5,,COHO,W,83709,7253,7253 W COHO,,Boise,43.54757841,-116.2721487
1,,COHO,W,83709,7217,7217 W COHO,,Boise,43.54754191,-116.2715036
3,,COHO,W,83709,7231,7231 W COHO,,Boise,43.5475169,-116.2718012
8,,COHO,W,83709,7189,7189 W COHO,,Boise,43.54751977,-116.2711716
1,,PERCH,W,83709,7318,7318 W RING PERCH,,Boise,43.54732205,-116.2732016
7,,PERCH,W,83709,7379,7379 W RING PERCH,,Boise,43.54732634,-116.2735566
1,,PERCH,W,83709,7316,7316 W RING PERCH,,Boise,43.54711413,-116.2729689
5,,PERCH,W,83709,7250,7250 W RING PERCH,,Boise,43.54708772,-116.2722936
5,,PERCH,W,83709,7355,7355 W RING PERCH,,Boise,43.54714913,-116.27349
6,,PERCH,W,83709,7268,7268 W RING PERCH,,Boise,43.54707284,-116.2726244
2,,PERCH,W,83709,7222,7222 W RING PERCH,,Boise,43.5470345,-116.2719339
0,,PERCH,W,83709,7204,7204 W RING PERCH,,Boise,43.54702767,-116.2715916
7,,PERCH,W,83709,7176,7176 W RING PERCH,,Boise,43.54702515,-116.2712032
3,,PERCH,W,83709,7134,7134 W RING PERCH,,Boise,43.54699834,-116.2706174
2,,PERCH,W,83709,7323,7323 W RING PERCH,,Boise,43.54695226,-116.2732226
0,,PERCH,W,83709,7301,7301 W RING PERCH,,Boise,43.54680594,-116.2730037
4,,PERCH,W,83709,7249,7249 W RING PERCH,,Boise,43.54675786,-116.2723426
6,,PERCH,W,83709,7267,7267 W RING PERCH,,Boise,43.54675015,-116.2727159
2,,PERCH,W,83709,7221,7221 W RING PERCH,,Boise,43.54674107,-116.2719672
0,,PERCH,W,83709,7203,7203 W RING PERCH,,Boise,43.54671167,-116.2716087
3,,PERCH,W,83709,7137,7137 W RING PERCH,,Boise,43.54671221,-116.2708121
7,,PERCH,W,83709,7175,7175 W RING PERCH,,Boise,43.5467041,-116.2711995
1,,PERCH,W,83709,7119,7119 W RING PERCH,,Boise,43.54669199,-116.2704706
0,,VALLEY,S,83709,6101,6101 S PLEASANT VALLEY,,Boise,43.54696219,-116.2570483
1,,PERCH,W,83709,7118,7118 W RING PERCH,,Boise,43.54694911,-116.2702833
2,,GOWEN,W,83709,6126,6126 W GOWEN,,Boise,43.55960524,-116.257641
9,,GOWEN,W,83709,5990,5990 W GOWEN,,Boise,43.55861769,-116.254667
1,,GOWEN,W,83709,5919,5919 W GOWEN,,Boise,43.55825355,-116.2552783
9,,COHO,W,83709,7190,7190 W COHO,,Boise,43.54780362,-116.2711618
8,,COHO,W,83709,7280,7280 W COHO,,Boise,43.5478726,-116.2723277
9,,GOWEN,W,83709,6194,6194 W GOWEN,,Boise,43.56075242,-116.2575497
8,,HENRY,S,83709,4481,4481 S HENRY,,Boise,43.5608087,-116.2566032
5,,GOWEN,W,83709,5551,5551 W GOWEN,,Boise,43.55726238,-116.2501163
5,,GOWEN,W,83709,5559,5559 W GOWEN,,Boise,43.55744967,-116.2513144
0,,GOWEN,W,83709,5700,5700 W GOWEN,,Boise,43.55912691,-116.2509172
1,,GOWEN,W,83709,5110,5110 W GOWEN,,Boise,43.55740141,-116.2448001
2,,GOWEN,W,83709,5121,5121 W GOWEN,,Boise,43.55668199,-116.2447319
5,,HENRY,S,83709,4652,4652 S HENRY,,Boise,43.56042304,-116.2532565
6,,HENRY,S,83709,4662,4662 S HENRY,,Boise,43.56002884,-116.2532072
7,,HENRY,S,83709,4674,4674 S HENRY,,Boise,43.55960414,-116.2532075
5,,HENRY,S,83709,4850,4850 S HENRY,,Boise,43.55864807,-116.2531554
5,,GOWEN,W,83709,5450,5450 W GOWEN,,Boise,43.55877712,-116.2497912
0,,MONTAUK,S,83709,2801,2801 S MONTAUK,,Boise,43.57768815,-116.3226358
9,,CONTRACTORS,W,83709,6298,6298 W CONTRACTORS,,Boise,43.56903828,-116.2598041
0,,VICTORY,W,83709,7200,7200 W VICTORY,,Boise,43.57591708,-116.2718681
9,,VICTORY,W,83709,7198,7198 W VICTORY,,Boise,43.57592533,-116.2718026
2,,FLATLAND,W,83709,10270,10270 W FLATLAND,,Boise,43.57168148,-116.3098292
6,,FEATHERLY,S,83709,2768,2768 S FEATHERLY,,Boise,43.57778388,-116.2875269
2,,ACHERON,S,83709,6124,6124 S ACHERON,,Boise,43.54740453,-116.3411713
8,,SUN,S,83709,6087,6087 S RISING SUN,,Boise,43.54781261,-116.3185471
3,,SUN,S,83709,5931,5931 S RISING SUN,,Boise,43.54927931,-116.3177964
4,,SUN,S,83709,5943,5943 S RISING SUN,,Boise,43.54914835,-116.3178639
5,,SUN,S,83709,5955,5955 S RISING SUN,,Boise,43.54902089,-116.3179119
7,,SUN,S,83709,5979,5979 S RISING SUN,,Boise,43.54886599,-116.3180018
8,,SUN,S,83709,5985,5985 S RISING SUN,,Boise,43.54875438,-116.3180609
8,,SUN,S,83709,5987,5987 S RISING SUN,,Boise,43.54866434,-116.3181232
9,,SUN,S,83709,5991,5991 S RISING SUN,,Boise,43.54857103,-116.3181583
1,,SUN,S,83709,6017,6017 S RISING SUN,,Boise,43.5484394,-116.3182445
3,,SUN,S,83709,6035,6035 S RISING SUN,,Boise,43.54830964,-116.3183011
4,,SUN,S,83709,6043,6043 S RISING SUN,,Boise,43.54818213,-116.31836
5,,SUN,S,83709,6051,6051 S RISING SUN,,Boise,43.54806655,-116.3184191
2,,SUN,S,83709,5928,5928 S RISING SUN,,Boise,43.54925438,-116.3175006
3,,SUN,S,83709,5936,5936 S RISING SUN,,Boise,43.54914928,-116.3174461
4,,SUN,S,83709,5944,5944 S RISING SUN,,Boise,43.54905354,-116.3175108
5,,SUN,S,83709,5952,5952 S RISING SUN,,Boise,43.54894594,-116.3175644
6,,SUN,S,83709,5960,5960 S RISING SUN,,Boise,43.54883856,-116.3175743
7,,SUN,S,83709,5972,5972 S RISING SUN,,Boise,43.54873885,-116.317639
8,,SUN,S,83709,5984,5984 S RISING SUN,,Boise,43.54867326,-116.3177441
9,,SUN,S,83709,5996,5996 S RISING SUN,,Boise,43.54857357,-116.3178033
1,,SUN,S,83709,6018,6018 S RISING SUN,,Boise,43.54845857,-116.3178623
2,,SUN,S,83709,6020,6020 S RISING SUN,,Boise,43.54836678,-116.3179325
3,,SUN,S,83709,6038,6038 S RISING SUN,,Boise,43.54826492,-116.3179737
4,,SUN,S,83709,6046,6046 S RISING SUN,,Boise,43.54814135,-116.3180381
9,,MILE,S,83709,4897,4897 S FIVE MILE,,Boise,43.55882013,-116.3153132
4,,MILE,S,83709,4949,4949 S FIVE MILE,,Boise,43.55793742,-116.3145563
6,,ELISA,W,83709,8564,8564 W ELISA,,Boise,43.5787306,-116.2886513
4,,ELISA,W,83709,8540,8540 W ELISA,,Boise,43.57873548,-116.2884599
2,,ELISA,W,83709,8528,8528 W ELISA,,Boise,43.57872624,-116.2878911
1,,ELISA,W,83709,8512,8512 W ELISA,,Boise,43.57871108,-116.2877324
9,,OVERLAND,W,83709,11915,11915 W OVERLAND,,Boise,43.59004256,-116.3312281
0,,OVERLAND,W,83709,12063,12063 W OVERLAND,,Boise,43.58980484,-116.3323176
6,,VIEW,S,83709,2963,2963 S VICTORY VIEW,,Boise,43.57604066,-116.2905379
5,,FRANKLIN,W,83709,6651,6651 W FRANKLIN,,Boise,43.6035594,-116.2644692
3,,CREEK,W,83709,8535,8535 W SMALL CREEK,,Boise,43.58112411,-116.2889657
9,,COLE,S,83709,6298,6298 S COLE,,Boise,43.54542308,-116.2736441
2,,KINGSBRIAR,W,83709,10287,10287 W KINGSBRIAR,,Boise,43.54779515,-116.3107933
2,,KINGSBRIAR,W,83709,10285,10285 W KINGSBRIAR,,Boise,43.54785718,-116.3105978
2,,KINGSBRIAR,W,83709,10273,10273 W KINGSBRIAR,,Boise,43.54785135,-116.3104388
2,,KINGSBRIAR,W,83709,10261,10261 W KINGSBRIAR,,Boise,43.54785548,-116.3102708
2,,KINGSBRIAR,W,83709,10249,10249 W KINGSBRIAR,,Boise,43.54784971,-116.3100982
2,,KINGSBRIAR,W,83709,10237,10237 W KINGSBRIAR,,Boise,43.54785384,-116.3099302
2,,KINGSBRIAR,W,83709,10225,10225 W KINGSBRIAR,,Boise,43.54785797,-116.3097622
2,,KINGSBRIAR,W,83709,10213,10213 W KINGSBRIAR,,Boise,43.54785546,-116.3095986
2,,KINGSBRIAR,W,83709,10201,10201 W KINGSBRIAR,,Boise,43.54784981,-116.3094033
2,,CREST,S,83709,6028,6028 S RED CREST,,Boise,43.54814045,-116.3095801
1,,CREST,S,83709,6010,6010 S RED CREST,,Boise,43.54829307,-116.3095734
0,,CREST,S,83709,6002,6002 S RED CREST,,Boise,43.54841237,-116.3095636
9,,CREST,S,83709,5994,5994 S RED CREST,,Boise,43.54853564,-116.3095593
8,,CREST,S,83709,5986,5986 S RED CREST,,Boise,43.54866679,-116.3095659
7,,CREST,S,83709,5978,5978 S RED CREST,,Boise,43.54878605,-116.309567
6,,CREST,S,83709,5960,5960 S RED CREST,,Boise,43.54890921,-116.3095846
5,,CREST,S,83709,5952,5952 S RED CREST,,Boise,43.54904023,-116.3096186
5,,CREST,S,83709,5950,5950 S RED CREST,,Boise,43.54913111,-116.3096496
2,,KINGSBRIAR,W,83709,10238,10238 W KINGSBRIAR,,Boise,43.54808842,-116.3099592
2,,KINGSBRIAR,W,83709,10246,10246 W KINGSBRIAR,,Boise,43.54807973,-116.3101121
2,,KINGSBRIAR,W,83709,10264,10264 W KINGSBRIAR,,Boise,43.54808301,-116.3102543
2,,KINGSBRIAR,W,83709,10272,10272 W KINGSBRIAR,,Boise,43.54808234,-116.3103909
2,,KINGSBRIAR,W,83709,10280,10280 W KINGSBRIAR,,Boise,43.54808558,-116.3105385
2,,KINGSBRIAR,W,83709,10298,10298 W KINGSBRIAR,,Boise,43.54805312,-116.3106748
3,,KINGSBRIAR,W,83709,10310,10310 W KINGSBRIAR,,Boise,43.54802454,-116.3108276
3,,KINGSBRIAR,W,83709,10322,10322 W KINGSBRIAR,,Boise,43.54797229,-116.3109419
3,,KELSO,S,83709,6030,6030 S KELSO,,Boise,43.54836731,-116.3112476
3,,BRECKFIELD,W,83709,10347,10347 W BRECKFIELD,,Boise,43.54873177,-116.3112583
3,,BRECKFIELD,W,83709,10335,10335 W BRECKFIELD,,Boise,43.54872448,-116.3111216
3,,BRECKFIELD,W,83709,10323,10323 W BRECKFIELD,,Boise,43.54872913,-116.310985
3,,BRECKFIELD,W,83709,10315,10315 W BRECKFIELD,,Boise,43.54872983,-116.3108429
2,,BRECKFIELD,W,83709,10297,10297 W BRECKFIELD,,Boise,43.5487226,-116.3106953
2,,BRECKFIELD,W,83709,10289,10289 W BRECKFIELD,,Boise,43.54872329,-116.3105532
2,,BRECKFIELD,W,83709,10277,10277 W BRECKFIELD,,Boise,43.54872001,-116.3104111
2,,BRECKFIELD,W,83709,10265,10265 W BRECKFIELD,,Boise,43.54870881,-116.3102634
2,,BRECKFIELD,W,83709,10253,10253 W BRECKFIELD,,Boise,43.54871349,-116.3101213
2,,BRECKFIELD,W,83709,10241,10241 W BRECKFIELD,,Boise,43.54871021,-116.3099792
2,,BRECKFIELD,W,83709,10240,10240 W BRECKFIELD,,Boise,43.54896613,-116.3100618
2,,BRECKFIELD,W,83709,10262,10262 W BRECKFIELD,,Boise,43.54896122,-116.310253
2,,BRECKFIELD,W,83709,10274,10274 W BRECKFIELD,,Boise,43.54896426,-116.3104443
2,,BRECKFIELD,W,83709,10286,10286 W BRECKFIELD,,Boise,43.54896746,-116.3106029
2,,BRECKFIELD,W,83709,10294,10294 W BRECKFIELD,,Boise,43.54897051,-116.3107887
3,,BRECKFIELD,W,83709,10312,10312 W BRECKFIELD,,Boise,43.54897758,-116.3109692
3,,BRECKFIELD,W,83709,10330,10330 W BRECKFIELD,,Boise,43.5489689,-116.3111167
3,,BRECKFIELD,W,83709,10348,10348 W BRECKFIELD,,Boise,43.54896416,-116.3112751
3,,BRECKFIELD,W,83709,10356,10356 W BRECKFIELD,,Boise,43.54897124,-116.3114501
3,,BRECKFIELD,W,83709,10364,10364 W BRECKFIELD,,Boise,43.54896638,-116.3116304
3,,BRECKFIELD,W,83709,10372,10372 W BRECKFIELD,,Boise,43.54896953,-116.3117999
3,,BRECKFIELD,W,83709,10380,10380 W BRECKFIELD,,Boise,43.54896472,-116.3119693
3,,BRECKFIELD,W,83709,10398,10398 W BRECKFIELD,,Boise,43.54895594,-116.3121386
4,,BRECKFIELD,W,83709,10416,10416 W BRECKFIELD,,Boise,43.54897469,-116.3123684
8,,KELSO,S,83709,5987,5987 S KELSO,,Boise,43.5487592,-116.3117241
8,,KELSO,S,83709,5989,5989 S KELSO,,Boise,43.54868042,-116.3117711
0,,KELSO,S,83709,6007,6007 S KELSO,,Boise,43.54858519,-116.3117319
1,,KELSO,S,83709,6015,6015 S KELSO,,Boise,43.54848597,-116.3116982
2,,KELSO,S,83709,6023,6023 S KELSO,,Boise,43.5484123,-116.3116203
3,,KELSO,S,83709,6031,6031 S KELSO,,Boise,43.54832108,-116.3115758
4,,KELSO,S,83709,6049,6049 S KELSO,,Boise,43.54824574,-116.3115368
5,,KELSO,S,83709,6057,6057 S KELSO,,Boise,43.54814268,-116.3114757
6,,KELSO,S,83709,6065,6065 S KELSO,,Boise,43.54805143,-116.3114366
7,,KELSO,S,83709,6073,6073 S KELSO,,Boise,43.54796022,-116.311392
7,,KELSO,S,83709,6075,6075 S KELSO,,Boise,43.54787825,-116.3113068
8,,MANZANITA,S,83709,6080,6080 S MANZANITA,,Boise,43.54781816,-116.3120917
7,,MANZANITA,S,83709,6078,6078 S MANZANITA,,Boise,43.54787919,-116.3120996
6,,MANZANITA,S,83709,6066,6066 S MANZANITA,,Boise,43.54797362,-116.3121346
5,,MANZANITA,S,83709,6054,6054 S MANZANITA,,Boise,43.54807276,-116.3121847
4,,MANZANITA,S,83709,6042,6042 S MANZANITA,,Boise,43.54816398,-116.3122293
3,,MANZANITA,S,83709,6030,6030 S MANZANITA,,Boise,43.54824806,-116.3122732
2,,MANZANITA,S,83709,6022,6022 S MANZANITA,,Boise,43.54835172,-116.3123286
1,,MANZANITA,S,83709,6014,6014 S MANZANITA,,Boise,43.54843093,-116.3123895
0,,MANZANITA,S,83709,6006,6006 S MANZANITA,,Boise,43.54851627,-116.312457
9,,MANZANITA,S,83709,5998,5998 S MANZANITA,,Boise,43.54861546,-116.3124962
9,,MANZANITA,S,83709,5996,5996 S MANZANITA,,Boise,43.54864562,-116.3126166
5,,MANZANITA,S,83709,5959,5959 S MANZANITA,,Boise,43.54904142,-116.312775
7,,MANZANITA,S,83709,5977,5977 S MANZANITA,,Boise,43.54891157,-116.3128554
8,,MANZANITA,S,83709,5985,5985 S MANZANITA,,Boise,43.54880324,-116.3129039
9,,MANZANITA,S,83709,5993,5993 S MANZANITA,,Boise,43.5486672,-116.3129345
9,,MANZANITA,S,83709,5999,5999 S MANZANITA,,Boise,43.54857347,-116.3128868
0,,MANZANITA,S,83709,6009,6009 S MANZANITA,,Boise,43.54846753,-116.3128025
1,,MANZANITA,S,83709,6011,6011 S MANZANITA,,Boise,43.54836458,-116.3127196
2,,MANZANITA,S,83709,6023,6023 S MANZANITA,,Boise,43.54825373,-116.3126256
3,,MANZANITA,S,83709,6035,6035 S MANZANITA,,Boise,43.54813423,-116.3125743
1,,GATEWOOD,S,83709,2618,2618 S GATEWOOD,,Boise,43.58017304,-116.3265874
4,,MANZANITA,S,83709,6047,6047 S MANZANITA,,Boise,43.54801532,-116.3125021
6,,MANZANITA,S,83709,6069,6069 S MANZANITA,,Boise,43.5479076,-116.3124768
7,,MANZANITA,S,83709,6077,6077 S MANZANITA,,Boise,43.54780869,-116.312383
8,,MANZANITA,S,83709,6083,6083 S MANZANITA,,Boise,43.54767771,-116.312338
9,,MANZANITA,S,83709,6095,6095 S MANZANITA,,Boise,43.54754903,-116.3122896
4,,KINGSBRIAR,W,83709,10413,10413 W KINGSBRIAR,,Boise,43.54760027,-116.3120353
3,,KINGSBRIAR,W,83709,10391,10391 W KINGSBRIAR,,Boise,43.54760481,-116.3118548
3,,KINGSBRIAR,W,83709,10379,10379 W KINGSBRIAR,,Boise,43.5476056,-116.3116943
3,,KINGSBRIAR,W,83709,10367,10367 W KINGSBRIAR,,Boise,43.54760642,-116.3115287
3,,KINGSBRIAR,W,83709,10355,10355 W KINGSBRIAR,,Boise,43.5476073,-116.3113481
3,,KINGSBRIAR,W,83709,10343,10343 W KINGSBRIAR,,Boise,43.54764021,-116.3111902
3,,KINGSBRIAR,W,83709,10331,10331 W KINGSBRIAR,,Boise,43.54758721,-116.3110597
2,,VICTORY,W,83709,7126,7126 W VICTORY,,Boise,43.575977,-116.2704747
0,,GOWEN,W,83709,6406,6406 W GOWEN,,Boise,43.56864808,-116.259261
4,,OVERLAND,W,83709,8249,8249 W OVERLAND,,Boise,43.58967503,-116.2848094
9,,GROVE,S,83709,1392,1392 S MAPLE GROVE,,Boise,43.59220167,-116.2936183
9,,GROVE,S,83709,1394,1394 S MAPLE GROVE,,Boise,43.59215005,-116.2936069
8,,GROVE,S,83709,1388,1388 S MAPLE GROVE,,Boise,43.59229708,-116.2936191
8,,GROVE,S,83709,1386,1386 S MAPLE GROVE,,Boise,43.59235269,-116.2936306
6,,SHARPTHORN,W,83709,11601,11601 W SHARPTHORN,,Boise,43.55832359,-116.3267093
6,,SHARPTHORN,W,83709,11639,11639 W SHARPTHORN,,Boise,43.55834159,-116.3270811
6,,SHARPTHORN,W,83709,11657,11657 W SHARPTHORN,,Boise,43.55842689,-116.3275084
7,,ROCKHAMPTON,W,83709,11709,11709 W ROCKHAMPTON,,Boise,43.55783971,-116.3280593
7,,ROCKHAMPTON,W,83709,11737,11737 W ROCKHAMPTON,,Boise,43.55782616,-116.3283817
7,,ROCKHAMPTON,W,83709,11755,11755 W ROCKHAMPTON,,Boise,43.55782444,-116.3287206
7,,ROCKHAMPTON,W,83709,11773,11773 W ROCKHAMPTON,,Boise,43.5577261,-116.329117
7,,ROCKHAMPTON,W,83709,11740,11740 W ROCKHAMPTON,,Boise,43.55805942,-116.3284533
7,,ROCKHAMPTON,W,83709,11758,11758 W ROCKHAMPTON,,Boise,43.55812118,-116.3288202
7,,ROCKHAMPTON,W,83709,11772,11772 W ROCKHAMPTON,,Boise,43.55814318,-116.3291866
3,,CORBARI,S,83709,4931,4931 S CORBARI,,Boise,43.55823917,-116.3282856
8,,LONGMOOR,S,83709,4881,4881 S LONGMOOR,,Boise,43.55869178,-116.3268423
4,,LONGMOOR,S,83709,4843,4843 S LONGMOOR,,Boise,43.55895012,-116.3268557
2,,LONGMOOR,S,83709,4825,4825 S LONGMOOR,,Boise,43.55915689,-116.3268467
8,,LONGMOOR,S,83709,4888,4888 S LONGMOOR,,Boise,43.55866156,-116.3263649
4,,LONGMOOR,S,83709,4846,4846 S LONGMOOR,,Boise,43.55889207,-116.326378
2,,LONGMOOR,S,83709,4826,4826 S LONGMOOR,,Boise,43.55904311,-116.3263849
2,,LONGMOOR,S,83709,4824,4824 S LONGMOOR,,Boise,43.55918596,-116.3264355
0,,LONGMOOR,S,83709,4802,4802 S LONGMOOR,,Boise,43.55941251,-116.3264486
0,,LONGMOOR,S,83709,4807,4807 S LONGMOOR,,Boise,43.55936732,-116.3268979
7,,CORBARI,S,83709,4872,4872 S CORBARI,,Boise,43.55879475,-116.3275227
5,,CORBARI,S,83709,4854,4854 S CORBARI,,Boise,43.55894747,-116.3274544
3,,CORBARI,S,83709,4836,4836 S CORBARI,,Boise,43.55912235,-116.3274615
0,,CORBARI,S,83709,4808,4808 S CORBARI,,Boise,43.559313,-116.3274962
5,,CORBARI,S,83709,4851,4851 S CORBARI,,Boise,43.55888701,-116.327856
3,,CORBARI,S,83709,4833,4833 S CORBARI,,Boise,43.55910545,-116.3278963
0,,CORBARI,S,83709,4805,4805 S CORBARI,,Boise,43.55929624,-116.3279036
9,,SKYRIDGE,S,83709,4895,4895 S SKYRIDGE,,Boise,43.55855799,-116.3280639
7,,SKYRIDGE,S,83709,4873,4873 S SKYRIDGE,,Boise,43.55863573,-116.3284145
5,,SKYRIDGE,S,83709,4857,4857 S SKYRIDGE,,Boise,43.55884143,-116.3287679
3,,SKYRIDGE,S,83709,4839,4839 S SKYRIDGE,,Boise,43.55907983,-116.3289434
0,,SKYRIDGE,S,83709,4801,4801 S SKYRIDGE,,Boise,43.55931396,-116.3289401
6,,SKYRIDGE,S,83709,4860,4860 S SKYRIDGE,,Boise,43.55903226,-116.3284703
0,,SKYRIDGE,S,83709,4802,4802 S SKYRIDGE,,Boise,43.55926661,-116.3285108
9,,CORBARI,S,83709,4790,4790 S CORBARI,,Boise,43.55951947,-116.3274845
6,,CORBARI,S,83709,4769,4769 S CORBARI,,Boise,43.55967351,-116.3279209
8,,CORBARI,S,83709,4787,4787 S CORBARI,,Boise,43.55948281,-116.3278972
6,,SKYRIDGE,S,83709,4763,4763 S SKYRIDGE,,Boise,43.55961093,-116.328978
8,,SKYRIDGE,S,83709,4780,4780 S SKYRIDGE,,Boise,43.55948505,-116.3285512
4,,SKYRIDGE,S,83709,4745,4745 S SKYRIDGE,,Boise,43.55983741,-116.3290021
2,,SKYRIDGE,S,83709,4729,4729 S SKYRIDGE,,Boise,43.55999642,-116.3290036
2,,SKYRIDGE,S,83709,4727,4727 S SKYRIDGE,,Boise,43.56014753,-116.3289941
8,,SKYRIDGE,S,83709,4689,4689 S SKYRIDGE,,Boise,43.5603821,-116.3289909
6,,SKYRIDGE,S,83709,4762,4762 S SKYRIDGE,,Boise,43.55969168,-116.3285695
4,,SKYRIDGE,S,83709,4746,4746 S SKYRIDGE,,Boise,43.55983076,-116.3285818
4,,SKYRIDGE,S,83709,4744,4744 S SKYRIDGE,,Boise,43.55996993,-116.3285777
2,,SKYRIDGE,S,83709,4728,4728 S SKYRIDGE,,Boise,43.56016472,-116.3285795
7,,FENCHURCH,W,83709,11735,11735 W FENCHURCH,,Boise,43.56050025,-116.3283308
7,,FENCHURCH,W,83709,11772,11772 W FENCHURCH,,Boise,43.56055816,-116.3289942
7,,FENCHURCH,W,83709,11750,11750 W FENCHURCH,,Boise,43.56070024,-116.3287366
7,,FENCHURCH,W,83709,11732,11732 W FENCHURCH,,Boise,43.56073318,-116.3284205
7,,FENCHURCH,W,83709,11704,11704 W FENCHURCH,,Boise,43.56067512,-116.3280187
7,,FENCHURCH,W,83709,11751,11751 W FENCHURCH,,Boise,43.56074004,-116.327852
6,,FENCHURCH,W,83709,11651,11651 W FENCHURCH,,Boise,43.56079335,-116.32753
6,,FENCHURCH,W,83709,11646,11646 W FENCHURCH,,Boise,43.56068608,-116.3274531
6,,FENCHURCH,W,83709,11628,11628 W FENCHURCH,,Boise,43.56072063,-116.3269717
9,,LONGMOOR,S,83709,4698,4698 S LONGMOOR,,Boise,43.56041616,-116.3267022
3,,LONGMOOR,S,83709,4738,4738 S LONGMOOR,,Boise,43.56011854,-116.3265955
9,,LONGMOOR,S,83709,4697,4697 S LONGMOOR,,Boise,43.56029082,-116.3270431
3,,LONGMOOR,S,83709,4735,4735 S LONGMOOR,,Boise,43.56008034,-116.3270028
3,,LONGMOOR,S,83709,4737,4737 S LONGMOOR,,Boise,43.55994126,-116.3269906
5,,LONGMOOR,S,83709,4751,4751 S LONGMOOR,,Boise,43.55980741,-116.3269663
7,,LONGMOOR,S,83709,4779,4779 S LONGMOOR,,Boise,43.55959683,-116.3269419
8,,LONGMOOR,S,83709,4780,4780 S LONGMOOR,,Boise,43.55966592,-116.3264819
0,,BENJAMIN,S,83709,470,470 S BENJAMIN,,Boise,43.60048005,-116.2867868
3,,TETHER,W,83709,8230,8230 W TETHER,,Boise,43.58255114,-116.2844706
5,,TETHER,W,83709,8252,8252 W TETHER,,Boise,43.58256154,-116.2847988
7,,TETHER,W,83709,8274,8274 W TETHER,,Boise,43.5825599,-116.2851488
2,,TETHER,W,83709,8326,8326 W TETHER,,Boise,43.58255052,-116.2854549
4,,TETHER,W,83709,8348,8348 W TETHER,,Boise,43.58255293,-116.2857885
6,,TETHER,W,83709,8360,8360 W TETHER,,Boise,43.58256719,-116.2861387
8,,TETHER,W,83709,8388,8388 W TETHER,,Boise,43.58257363,-116.2864614
0,,TETHER,W,83709,8409,8409 W TETHER,,Boise,43.58228542,-116.2866571
8,,TETHER,W,83709,8387,8387 W TETHER,,Boise,43.58228701,-116.2863181
6,,TETHER,W,83709,8365,8365 W TETHER,,Boise,43.58228847,-116.2860064
4,,TETHER,W,83709,8343,8343 W TETHER,,Boise,43.58228985,-116.2857111
2,,TETHER,W,83709,8321,8321 W TETHER,,Boise,43.58228651,-116.2853979
7,,TETHER,W,83709,8279,8279 W TETHER,,Boise,43.58228794,-116.2850917
5,,TETHER,W,83709,8257,8257 W TETHER,,Boise,43.58223515,-116.2847857
3,,TETHER,W,83709,8235,8235 W TETHER,,Boise,43.58231064,-116.2844903
8,,MILE,S,83709,2589,2589 S FIVE MILE,,Boise,43.57954404,-116.314586
7,,MILE,S,83709,2577,2577 S FIVE MILE,,Boise,43.579581,-116.3151362
4,,MILE,S,83709,2543,2543 S FIVE MILE,,Boise,43.57987929,-116.315139
3,,MILE,S,83709,2539,2539 S FIVE MILE,,Boise,43.57988836,-116.3147914
1,,MISTYGLEN,S,83709,6510,6510 S MISTYGLEN,,Boise,43.54372245,-116.3046122
